"Entidad","Periodo","Valor"
"Banco de la Republica","2014-12-31",2533.77614941
"Bancos Comerciales","2014-12-31",33183826.703947
"Carteras Colectivas y Fondos Administrados","2014-12-31",2063996.2760786
"Comisionistas de Bolsa","2014-12-31",184185.98183699
"Compañias de Financiamiento Comercial","2014-12-31",32127.332
"Compañias de Seguros y Capitalizacion","2014-12-31",9722937.31122118
"Cooperativas Grado Super. Caracter Finan","2014-12-31",42075.1665
"Corporaciones Financieras","2014-12-31",1381572.869841
"Entidades Publicas","2014-12-31",8109664.12829113
"Entidades sin Animo de Lucro","2014-12-31",94036.324072
"Fiducia Publica","2014-12-31",28191184.9490159
"Fondos de Capital Extranjero","2014-12-31",29622346.7988685
"Fondos de Pensiones y Cesantias","2014-12-31",51082944.8339699
"Fondos de Prima Media","2014-12-31",2950217.51181557
"Instituciones Oficiales Especiales","2014-12-31",8649437.04563136
"Ministerio de Hacienda y CP","2014-12-31",3022689.36849145
"Otros Fondos","2014-12-31",34025.638411
"Personas Juridicas","2014-12-31",562580.6212957
"Personas Naturales","2014-12-31",159583.0065818
"Proveedores de Infraestructura","2014-12-31",528586.2573005
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2015-01-31",314866.4703141
"Banco de la Republica","2015-01-31",2535.36085441
"Bancos Comerciales","2015-01-31",33765516.7554686
"Carteras Colectivas y Fondos Administrados","2015-01-31",2129461.0313747
"Comisionistas de Bolsa","2015-01-31",336374.59227319
"Compañias de Financiamiento Comercial","2015-01-31",38188.0905
"Compañias de Seguros y Capitalizacion","2015-01-31",9904369.15732306
"Cooperativas Grado Super. Caracter Finan","2015-01-31",38577.3415
"Corporaciones Financieras","2015-01-31",1563738.15534914
"Entidades Publicas","2015-01-31",8300344.28904113
"Entidades sin Animo de Lucro","2015-01-31",87170.1290247
"Fiducia Publica","2015-01-31",28128906.4668459
"Fondos de Capital Extranjero","2015-01-31",31349980.2518925
"Fondos de Pensiones y Cesantias","2015-01-31",53112080.2128563
"Fondos de Prima Media","2015-01-31",2918774.39714557
"Instituciones Oficiales Especiales","2015-01-31",9135287.08449334
"Ministerio de Hacienda y CP","2015-01-31",1203306.64053145
"Otros Fondos","2015-01-31",35352.0208241
"Personas Juridicas","2015-01-31",538954.1875579
"Personas Naturales","2015-01-31",145254.6081107
"Proveedores de Infraestructura","2015-01-31",499742.2107755
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2015-02-28",371791.0675592
"Banco de la Republica","2015-02-28",2458.00382951
"Bancos Comerciales","2015-02-28",31665916.5418544
"Carteras Colectivas y Fondos Administrados","2015-02-28",2123178.1118424
"Comisionistas de Bolsa","2015-02-28",249208.04397609
"Compañias de Financiamiento Comercial","2015-02-28",20087.9
"Compañias de Seguros y Capitalizacion","2015-02-28",9657884.6695984
"Cooperativas Grado Super. Caracter Finan","2015-02-28",38581.948
"Corporaciones Financieras","2015-02-28",1441790.8629096
"Entidades Publicas","2015-02-28",7843527.01464113
"Entidades sin Animo de Lucro","2015-02-28",80917.889328
"Fiducia Publica","2015-02-28",28253649.6357952
"Fondos de Capital Extranjero","2015-02-28",32473752.0563056
"Fondos de Pensiones y Cesantias","2015-02-28",52384543.703456
"Fondos de Prima Media","2015-02-28",2710202.49007617
"Instituciones Oficiales Especiales","2015-02-28",9328094.70039775
"Ministerio de Hacienda y CP","2015-02-28",919790.03421065
"Otros Fondos","2015-02-28",29676.844
"Personas Juridicas","2015-02-28",502837.4299824
"Personas Naturales","2015-02-28",147680.3833864
"Proveedores de Infraestructura","2015-02-28",434971.9759896
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2015-03-31",274858.1976612
"Banco de la Republica","2015-03-31",116371.13174111
"Bancos Comerciales","2015-03-31",33186329.7683708
"Carteras Colectivas y Fondos Administrados","2015-03-31",2309630.5134264
"Comisionistas de Bolsa","2015-03-31",236796.72593489
"Compañias de Financiamiento Comercial","2015-03-31",22412.4404
"Compañias de Seguros y Capitalizacion","2015-03-31",9820308.1604824
"Cooperativas Grado Super. Caracter Finan","2015-03-31",39092.078
"Corporaciones Financieras","2015-03-31",1558910.3743868
"Entidades Publicas","2015-03-31",8027501.34864113
"Entidades sin Animo de Lucro","2015-03-31",83239.4877204
"Fiducia Publica","2015-03-31",28360835.4724784
"Fondos de Capital Extranjero","2015-03-31",31819000.4238916
"Fondos de Pensiones y Cesantias","2015-03-31",54207155.248496
"Fondos de Prima Media","2015-03-31",2704800.51207617
"Instituciones Oficiales Especiales","2015-03-31",9704732.69166937
"Ministerio de Hacienda y CP","2015-03-31",1013313.49019465
"Otros Fondos","2015-03-31",33481.9303188
"Personas Juridicas","2015-03-31",501797.6322068
"Personas Naturales","2015-03-31",161673.7461664
"Proveedores de Infraestructura","2015-03-31",417600.9570156
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2015-04-30",306416.3939761
"Banco de la Republica","2015-04-30",116725.17877581
"Bancos Comerciales","2015-04-30",34712660.7037645
"Carteras Colectivas y Fondos Administrados","2015-04-30",2416709.2518571
"Comisionistas de Bolsa","2015-04-30",281920.25833339
"Compañias de Financiamiento Comercial","2015-04-30",23726.7
"Compañias de Seguros y Capitalizacion","2015-04-30",10113698.5791932
"Cooperativas Grado Super. Caracter Finan","2015-04-30",40500
"Corporaciones Financieras","2015-04-30",1414365.2616969
"Entidades Publicas","2015-04-30",8144044.54714113
"Entidades sin Animo de Lucro","2015-04-30",72425.7167837
"Fiducia Publica","2015-04-30",28833836.9127681
"Fondos de Capital Extranjero","2015-04-30",32985675.4000287
"Fondos de Pensiones y Cesantias","2015-04-30",54891205.0483454
"Fondos de Prima Media","2015-04-30",2773223.24557617
"Instituciones Oficiales Especiales","2015-04-30",9666318.05036731
"Ministerio de Hacienda y CP","2015-04-30",1091508.05503545
"Otros Fondos","2015-04-30",34914.1283389
"Personas Juridicas","2015-04-30",449474.7665588
"Personas Naturales","2015-04-30",167797.1492842
"Proveedores de Infraestructura","2015-04-30",421982.7688243
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2015-05-31",288320.7142187
"Banco de la Republica","2015-05-31",454465.90866361
"Bancos Comerciales","2015-05-31",32234450.511097
"Carteras Colectivas y Fondos Administrados","2015-05-31",2252752.824856
"Comisionistas de Bolsa","2015-05-31",305361.71005669
"Compañias de Financiamiento Comercial","2015-05-31",32546.7
"Compañias de Seguros y Capitalizacion","2015-05-31",10580141.2139917
"Cooperativas Grado Super. Caracter Finan","2015-05-31",41500
"Corporaciones Financieras","2015-05-31",1707676.0902686
"Entidades Publicas","2015-05-31",8207130.98014113
"Entidades sin Animo de Lucro","2015-05-31",69791.831808
"Fiducia Publica","2015-05-31",29082758.5880236
"Fondos de Capital Extranjero","2015-05-31",32623769.4989846
"Fondos de Pensiones y Cesantias","2015-05-31",54653938.5878938
"Fondos de Prima Media","2015-05-31",2876704.81707617
"Instituciones Oficiales Especiales","2015-05-31",9695122.42068546
"Ministerio de Hacienda y CP","2015-05-31",5621308.58173465
"Otros Fondos","2015-05-31",34404.4525
"Personas Juridicas","2015-05-31",462711.0541893
"Personas Naturales","2015-05-31",168985.4601437
"Proveedores de Infraestructura","2015-05-31",434698.9201881
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2015-06-30",243299.7284496
"Banco de la Republica","2015-06-30",836630.99854631
"Bancos Comerciales","2015-06-30",32999227.6854128
"Carteras Colectivas y Fondos Administrados","2015-06-30",2002103.844128
"Comisionistas de Bolsa","2015-06-30",264041.66470489
"Compañias de Financiamiento Comercial","2015-06-30",43076.4
"Compañias de Seguros y Capitalizacion","2015-06-30",10949713.1960128
"Cooperativas Grado Super. Caracter Finan","2015-06-30",49000
"Corporaciones Financieras","2015-06-30",1472051.665608
"Entidades Publicas","2015-06-30",8207382.71464113
"Entidades sin Animo de Lucro","2015-06-30",90688.422464
"Fiducia Publica","2015-06-30",29059077.8197888
"Fondos de Capital Extranjero","2015-06-30",32191204.2074704
"Fondos de Pensiones y Cesantias","2015-06-30",53962417.4267744
"Fondos de Prima Media","2015-06-30",2944933.96607617
"Instituciones Oficiales Especiales","2015-06-30",9844638.2194899
"Ministerio de Hacienda y CP","2015-06-30",8014055.98164745
"Otros Fondos","2015-06-30",36761.12
"Personas Juridicas","2015-06-30",513165.8028144
"Personas Naturales","2015-06-30",180602.4176496
"Proveedores de Infraestructura","2015-06-30",420977.3832048
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2015-07-31",246802.1679722
"Banco de la Republica","2015-07-31",836707.91477411
"Bancos Comerciales","2015-07-31",34327761.3585362
"Carteras Colectivas y Fondos Administrados","2015-07-31",2320082.9390298
"Comisionistas de Bolsa","2015-07-31",224808.59084489
"Compañias de Financiamiento Comercial","2015-07-31",38154.4
"Compañias de Seguros y Capitalizacion","2015-07-31",9959308.5892232
"Cooperativas Grado Super. Caracter Finan","2015-07-31",59000
"Corporaciones Financieras","2015-07-31",1334154.782032
"Entidades Publicas","2015-07-31",8483717.43364113
"Entidades sin Animo de Lucro","2015-07-31",103037.1357404
"Fiducia Publica","2015-07-31",29542185.6749362
"Fondos de Capital Extranjero","2015-07-31",33158582.7108632
"Fondos de Pensiones y Cesantias","2015-07-31",55082524.1053138
"Fondos de Prima Media","2015-07-31",3082578.75707617
"Instituciones Oficiales Especiales","2015-07-31",9893402.01419473
"Ministerio de Hacienda y CP","2015-07-31",7784414.5257144
"Otros Fondos","2015-07-31",38021.3376726
"Personas Juridicas","2015-07-31",522735.676847
"Personas Naturales","2015-07-31",177838.0995716
"Proveedores de Infraestructura","2015-07-31",434884.4814086
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2015-08-31",242468.3951523
"Banco de la Republica","2015-08-31",836770.06872441
"Bancos Comerciales","2015-08-31",34726506.0034801
"Carteras Colectivas y Fondos Administrados","2015-08-31",2522588.6921811
"Comisionistas de Bolsa","2015-08-31",190811.04371429
"Compañias de Financiamiento Comercial","2015-08-31",30960.0745
"Compañias de Seguros y Capitalizacion","2015-08-31",10227516.8397488
"Cooperativas Grado Super. Caracter Finan","2015-08-31",74000
"Corporaciones Financieras","2015-08-31",1078792.482138
"Entidades Publicas","2015-08-31",4661131.44464113
"Entidades sin Animo de Lucro","2015-08-31",99071.162249
"Fiducia Publica","2015-08-31",29598209.1746938
"Fondos de Capital Extranjero","2015-08-31",33703373.2477654
"Fondos de Pensiones y Cesantias","2015-08-31",56361831.6306827
"Fondos de Prima Media","2015-08-31",3158571.80007617
"Instituciones Oficiales Especiales","2015-08-31",9843877.50776726
"Ministerio de Hacienda y CP","2015-08-31",11446668.5838596
"Otros Fondos","2015-08-31",37223.3734097
"Personas Juridicas","2015-08-31",533696.4839243
"Personas Naturales","2015-08-31",182034.6073726
"Proveedores de Infraestructura","2015-08-31",452045.0958349
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2015-09-30",303708.3818531
"Banco de la Republica","2015-09-30",836911.10085681
"Bancos Comerciales","2015-09-30",34589486.1895524
"Carteras Colectivas y Fondos Administrados","2015-09-30",2535942.737908
"Comisionistas de Bolsa","2015-09-30",259973.87674749
"Compañias de Financiamiento Comercial","2015-09-30",30977.4765
"Compañias de Seguros y Capitalizacion","2015-09-30",10387327.1118136
"Cooperativas Grado Super. Caracter Finan","2015-09-30",79000
"Corporaciones Financieras","2015-09-30",842881.6179841
"Entidades Publicas","2015-09-30",5411125.05864113
"Entidades sin Animo de Lucro","2015-09-30",113692.799004
"Fiducia Publica","2015-09-30",29908670.4465953
"Fondos de Capital Extranjero","2015-09-30",34905839.5628741
"Fondos de Pensiones y Cesantias","2015-09-30",57057056.9787589
"Fondos de Prima Media","2015-09-30",3124532.47107617
"Instituciones Oficiales Especiales","2015-09-30",10137991.0722284
"Ministerio de Hacienda y CP","2015-09-30",10719127.1255412
"Otros Fondos","2015-09-30",39178.1295
"Personas Juridicas","2015-09-30",571137.0183188
"Personas Naturales","2015-09-30",192656.3938491
"Proveedores de Infraestructura","2015-09-30",458381.1282753
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2015-10-31",307539.5361588
"Banco de la Republica","2015-10-31",117671.88839391
"Bancos Comerciales","2015-10-31",32789615.8745504
"Carteras Colectivas y Fondos Administrados","2015-10-31",2006062.4592
"Comisionistas de Bolsa","2015-10-31",186674.73300689
"Compañias de Financiamiento Comercial","2015-10-31",14951.588
"Compañias de Seguros y Capitalizacion","2015-10-31",9701285.5182128
"Cooperativas Grado Super. Caracter Finan","2015-10-31",79000
"Corporaciones Financieras","2015-10-31",1662630.0597588
"Entidades Publicas","2015-10-31",2821141.476
"Entidades sin Animo de Lucro","2015-10-31",106261.129592
"Fiducia Publica","2015-10-31",29133007.1680444
"Fondos de Capital Extranjero","2015-10-31",35029485.9792276
"Fondos de Pensiones y Cesantias","2015-10-31",55676371.952856
"Fondos de Prima Media","2015-10-31",3040532.88
"Instituciones Oficiales Especiales","2015-10-31",9868177.33326155
"Ministerio de Hacienda y CP","2015-10-31",8348581.9308976
"Otros Fondos","2015-10-31",32145.666
"Personas Juridicas","2015-10-31",509831.3149428
"Personas Naturales","2015-10-31",171164.5348792
"Proveedores de Infraestructura","2015-10-31",445550.7720444
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2015-11-30",296188.2562223
"Banco de la Republica","2015-11-30",117967.22918441
"Bancos Comerciales","2015-11-30",34449678.4786797
"Carteras Colectivas y Fondos Administrados","2015-11-30",2132383.6198625
"Comisionistas de Bolsa","2015-11-30",189008.61212119
"Compañias de Financiamiento Comercial","2015-11-30",25451.50875
"Compañias de Seguros y Capitalizacion","2015-11-30",9677579.9223968
"Cooperativas Grado Super. Caracter Finan","2015-11-30",79000
"Corporaciones Financieras","2015-11-30",1161203.3036048
"Entidades Publicas","2015-11-30",2290836.95465
"Entidades sin Animo de Lucro","2015-11-30",87068.7511508
"Fiducia Publica","2015-11-30",29503101.5939567
"Fondos de Capital Extranjero","2015-11-30",35467118.9629653
"Fondos de Pensiones y Cesantias","2015-11-30",55728421.562166
"Fondos de Prima Media","2015-11-30",3110781.8235
"Instituciones Oficiales Especiales","2015-11-30",10022869.027281
"Ministerio de Hacienda y CP","2015-11-30",8605051.2044996
"Otros Fondos","2015-11-30",28771.227237
"Personas Juridicas","2015-11-30",464878.1950052
"Personas Naturales","2015-11-30",148526.2505872
"Proveedores de Infraestructura","2015-11-30",423194.2880949
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2015-12-31",317692.9814068
"Banco de la Republica","2015-12-31",118247.90293791
"Bancos Comerciales","2015-12-31",35427263.7304936
"Carteras Colectivas y Fondos Administrados","2015-12-31",2338876.09775
"Comisionistas de Bolsa","2015-12-31",160361.80734249
"Compañias de Financiamiento Comercial","2015-12-31",28596.165
"Compañias de Seguros y Capitalizacion","2015-12-31",10005086.1423488
"Cooperativas Grado Super. Caracter Finan","2015-12-31",79000
"Corporaciones Financieras","2015-12-31",935788.7166768
"Entidades Publicas","2015-12-31",2033244.1174
"Entidades sin Animo de Lucro","2015-12-31",88937.7770128
"Fiducia Publica","2015-12-31",29343277.1898772
"Fondos de Capital Extranjero","2015-12-31",36492307.3716464
"Fondos de Pensiones y Cesantias","2015-12-31",55861208.063536
"Fondos de Prima Media","2015-12-31",3014744.0396
"Instituciones Oficiales Especiales","2015-12-31",10001450.1568178
"Ministerio de Hacienda y CP","2015-12-31",7196583.3341936
"Otros Fondos","2015-12-31",29358.298292
"Personas Juridicas","2015-12-31",462260.0344832
"Personas Naturales","2015-12-31",156242.0157952
"Proveedores de Infraestructura","2015-12-31",427366.8988776
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2016-01-31",314650.8127032
"Banco de la Republica","2016-01-31",513013.28106711
"Bancos Comerciales","2016-01-31",38638207.569016
"Carteras Colectivas y Fondos Administrados","2016-01-31",2362347.6297
"Comisionistas de Bolsa","2016-01-31",274835.40760569
